"स्टार्क ने पोलार्ड के शरीर को निशाना बनाया, जिससे उन्हें गुस्सा आ गया और उन्होंने स्टार्क की ओर बल्ला फेंका।",0
यह फिल्‍म अपने उद्देश्‍य तक नहीं पहुंच पाती,0
कहा कि इससे कागजी प्रक्रिया का बोझ कम होगा।,1
यदि यह ढीला और अलग होता है तो प्लग बिजली के सॉकेट में लगे होने पर करंट लग सकता है।,0
कंपनी के लिए यह पता लगाना संभव नहीं होता कि यह फोन उसके ऑफिस से किस एजेंट ने किया है,0
रष्टाचार और सुशासन महत्वपूर्ण मुद्दे हैं लेकिन देश का धर्मनिरपेक्ष चरित्र मोलभाव करने की चीज नहीं है।,0
अक्षय कुमार का अल्हड़ और बेफिक्र अंदाज मुग्ध करता है,1
इस घटना से व्यापारी का परिवार दहशत में हैं। भय से पुलिस में कोई तहरीर नहीं दी।,0
यह उनके लिए काफी सुखद और बहुत बड़ी बात है।,1
सही समय पर योजित कार्य को सम्पन्न कर देना चाहिए,1
"बगदादी के गढ़ से EXCLUSIVE रिपोर्ट, 39 भारतियों की तलाश। https://t.co/ZPHsj29i5G",1
"मैं फिल्म महोत्सव में जा सकता था, लेकिन मैं इस बात को लेकर आश्वस्त नहीं था कि इसे वह रिलीज मिल रही है या नहीं, जिसके यह काबिल है।",0
"इनमें छह प्रशिक्षणार्थी एएनएम तो ऐसी हैं, जिन्हें स्टाइपेंड के नाम पर अभी तक फूटी कौड़ी तक नहीं दी गई है।",0
आपको इस चीज को हास्य के तौर पर ले लेना चाहिए।,1
हमने कड़ा अभ्यास किया है और कोई भी कसर बाकी नहीं छोड़ी है।,1
रैली से एक दिन पहले नरेंद्र मोदी के सुरक्षाकर्मी की हार्ट अटैक से मौत,0
गंभीर शख्स की भूमिका में वे सहज लगते हैं,1
स्टार्ट टू एंड मिथुन फिल्म में छाए हुए हैं।,1
उत्साही व्यक्ति कोई भी काम उत्साह के साथ करता है,1
लक्ष्य से ठीक 3 रन पहले वाटसन का विकेट युजवेंद्र चहल ने चटकाया.,0
दिल्ली में शिला सरकार ने जो जनता पर बर्बरता से टियर गैस और डंडे बरसाए थे उसके पीछे कहीं वह १४ लाख फर्जी वोट तो प्रेरणा के श्रोत नहीं थे?AAP,0
‘हिंदी मीडियम’ जैसी बेहतरीन फिल्‍म का यह कमजोर अंश है,0
मैं आमिर खान की सरलता और मानवता जैसे गुणों को अपनाना चाहता हूं।,1
जिले में अप्रशिक्षित चिकित्सकों द्वारा चिकित्सा का कार्य कर लोगों के जीवन के साथ खिलवाड़ किये जाने की लगातार शिकायतें मिल रही है।,0
बहुतों ने इस बात का समर्थन किया,1
हिंदी फिल्‍मों के पारंपरिक किरदार ‘दोस्‍त’ को उन्‍होंने अच्‍छी तरह निभाया है,1
डीसी ने कहा कि निस्वार्थ मानवता की सेवा में ऊना जिला रेडक्रास समिति भी अग्रणी भूमिका निभा रही है।,1
"बहरहाल, दिक्कत अत्‍याधिक सरल पटकथा के चलते हो गई है",0
आब्दी ने बीबीसी को फोन पर बताया कि बीसीसीआई का निर्णय एकदम अनुचित है और वह अदालत की शरण में जाएंगे.,0
आपको अपनी टीम को समझना होगा और उसके साथ काम करना होगा।,0
शाहरुख खान से मिलना किसी लाइव वायर को छू देने की तरह है।,1
बुरा लगने के दो कारण है एक तो मैच में हार दूसरा इस मैच की वजह से आज सन्डे की शाम को भी घर पे ही गवा दिया l,0
कुलपति ने बताया कि यथा शीघ्र गंभीर अनियमित भुगतानों की वसूली करने पर सहमति बन गई है।,0
"इन प्रसंगों में शाहिद कपूर ने पापुलर हीरो की तरह जवांमर्दी दिखाई है, लेकिन उनकी कद-काठी और चेहरे का साथ नहीं मिल पाता",0
पोषण पुनर्वास केन्द्र खोलकर कुपोषित बच्चों का उपचार किया जाता है मगर कुपोषण कम होने के बजाय पिछले चार सालों में डबल से अधिक हो गया है।,0
Exclusive interview में @yadavakhilesh ने  @aajtak से कहा कि मायावती से गठबंधन में वो बड़ा त्याग करने को तैयार हैं… https://t.co/OMmjC0FP0x,1
"औचक नमूने टूर्नामेंट की तारीख के करीब ही लिए गये थे, इसलिये उन्हें एक ही उल्लघंन के रूप में लिया गया.",0
उसने भगवान को मानना शुरू कर दिया।,1
गुलजार अपनी खासियत के बावजूद प्रभावित नहीं कर पाते,0
आनंद राय ने बहुत खूबसूरती और सोच से कुंदन के चरित्र को गढ़ा है,1
आयुष्मान खुराना और परिणीति चोपड़ा दोनों में निखार आया है और आत्मविश्वास बढ़ा है,1
कई समाजों द्वारा इस अबूझ मुहूर्त से अधिकाधिक जोड़ों को लाभान्वित करने सामूहिक विवाह सम्मेलनों का आयोजन भी किया जा रहा है।,1
आप अपना बहुमूल्य समय यूँ ही मत गँवाइए,1
@sshubho Lol और दिलचस्प तो यूं है की ईवीएम पर सबसे ज्यादा छाती पीटने वाली बाबु-बुआ की जोड़ी जीत के बाद छाती चौड़ी किए सब भूल चुके हैं।,1
उसकी बात सुनते ही श्याम का चेहरा रुआँसा हो गया,0
निर्देशक रवि उदयवार प्रभावी सीन गढ़ने में खासे सफल रहे हैं,1
कृपा कर आप मेरे सीधे सवालों के सीधे जवाब दीजिए,1
बीजेपी और भक्त ऐसा बर्ताव कर रहे हैं जैसे केजरीवाल के इस्तीफे ने उन्हें हमेशा के लिए संविधान का Rape करने का हक दिया।#FraudBySecretBallot,0
विपुल ने शोर मचाते हुए भागने का प्रयास किया।,0
अपने उपसंहार में यह फिल्म दुविधा की शिकार होती है,0
इंटरवल से पहले इस तरह के कई दृश्य जबरन ठूंसे गए लगते है,0
चोट की वजह से पिछले सीजन में वे खेल नहीं पाए थे और शुरुआती मैचों में भी पीटरसन चोटिल रहने की वजह से नहीं खेल पाए थे।,0
लगता है राम गोपाल वर्मा और उनकी फैक्ट्री के दिन ठीक नहीं चल रहे हैं.,0
दूसरी ओर उड़िया पृष्ठभूमि पर बनी इस फिल्म में ऐसा कोई चालू मसाला मौजूद नहीं है जो दर्शकों को सिनेमाघरों की ओर खींच सके।,0
ग्रामीण स्वास्थ्य सेवाओं की बड़ी बदहाल दशा है।,0
"ये तीनों ऐसी फिल्में हैं, जो कम बजट में बनीं लेकिन इन्होंने ठीकठाक बिजनेस भी किया।",0
"साथ ही, डॉलर के मुकाबले रुपये के कमजोर होने का भी इस पर असर हुआ है।'",0
"द.अफ्रीकी शहर जोहांसबर्ग से समुद्री किनारों से लेकर, गगनचुम्बी बिल्डिगों और वहां के मैदानों की हरी घास को बहुत ही मास्टरी से दिखाया गया है।",1
डायरेक्टर नितेश तिवारी कुछ अनावश्यक सीन दिखाने के बाद कहानी की असल जड़ तक पहुंचते हैं।,0
सहयोगी कलाकारों में रोनित रॉय और रोहित रॉय सगे भाइयों की कास्टिंग जबरदस्त है,1
यह मेरी जिंदगी का सबसे आकर्षक समय है और अगर मेरा बीता समय नहीं होता तो यह नहीं होता।,1
भगवान कृष्ण विदुर के अतिथि-सत्कार से बहुत ही प्रसन्न हुए,1
हिंदी फिल्मों में मनोरंजन की आक्रामक धूप से तिलमिलाए दर्शकों के लिए यह ठंडी छांव और बार की तरह है,1
यहां मेडिकल के लिए डॉक्टरों द्वारा की गई लापरवाही पर समाजजन ने सीएमओ के खिलाफ जमकर आक्रोश दिखाया और नारे भी लगाए।,0
ब्रांडेड आइटम की अपेक्षा लोग देशी कूलर पर ज्यादा भरोसा कर रहे हैं।,1
वह हरदम किसी न किसी मुसीबत का सामना करता दिखाई देता है।,0
"गैलेक्सी S5 मार्च में लॉन्च हुआ था, लेकिन इसकी लोकप्रियता अभी भी बनी हुई है।",1
अपनी भी कहानी गजब हैं सेकुलर लोग साम्प्रदायिक बोलते हैं और कट्टर मुझे सेकुलर बोलते हैं दोनों तरफ से गाली खानी पड़ती हैं,0
निर्धन व्यक्ति कड़ी मेहनत करके धनी हो सकता है,1
करेंट एकाउंट डेफिसिट की हालत में सुधार आ सकता है।,1
राजस्थान के बारा सहित कई शहरों का आवागमन सुगम हो जाएगा।,1
मोदी को देश का प्रधानमंत्री बनाने के लिए इस 'भाग्यशाली' सीट को जीतने के लिए अपनी ओर से पुरजोर कोशिशें की है।,1
नाइजीरिया में हुए हमलों में 150 लोगों की मौत |,0
गुप्ता ने भूमिका के हाथ में रक्षा सूत्र बांध कर एवं तिलक लगाकर उसके संरक्षण का दायित्व लिया।,1
यह मूर्तिकार बहुत अच्छी नक्काशी करता है,1
उनका मानना है कि इस वक्त किसी संबंध में पड़ना चीजों को जटिल बना सकता है.,0
टीम की हार के बाद उन्होंने खुद के अनफिट होने का बहाना फिर से दोहाराया।,0
संयमित कर्म करके मनुष्य अपना जीवन सफल बना सकता है,1
"रिपोर्ट के मुताबिक, अधिकतर इन्वेस्टर्स मोदी की जीत के प्रति भी आश्वस्त नहीं है।",0
"यह फिल्म कहानी, संरचना और प्रस्तुति के स्तर पर लचर और कमजोर है",0
इस मामले की अगली सुनवाई के लिए 17 मई तिथि नियत की गई है।,0
समतल भूमि पर अच्छी खेती होती है,1
भारी बारिश ने फ़िल्म 'क्लिक करें मैरी कॉम' की पूरी टीम को ये दृश्य एक ही दिन में फ़िल्माने के लिए विवश कर दिया.,0
कहानी में कुछ नयापन या खास नहीं,0
इसी दौरान ग्राम भर्रीटोला में अज्ञात 4 आरोपियों ने रास्ता रोका।,0
अपूर्व ने फॉर्मुला फिल्म में भी नयापन का छौंका लगाया है।,1
"पका सुरूर और कर्ज के मुकाबले हिमेश इस बार रोल में जमे है। फिल्म में उनकी एक्टिंग देखकर लगता है रेडियो जॉकी की भूमिका के लिए उन्होंने अच्छी खासी तैयारी की है। आरजे की लाइफ स्टाइल , रेडियो पर अपने शो को हिमेश ने दमदार अंदाज में पेश किया है। सोनल सहगल और शहनाज अपनी भूमिकाओं में ठीकठाक रहीं। छोटी सी भूमिका के बावजूद परेश रावल खूब जमे और हंसाने में कामयाब रहे।",1
करियर की तीसरी फिल्म में अध्ययन पिछली फिल्मों के मुकाबले कुछ और निखर कर सामने आए हैं। लेकिन रॉक स्टार की भूमिका को निभाते अध्ययन कई दृश्यों में कुछ ज्यादा ही ओवर ऐक्टिंग कर बैठे। अघ्ययन अगर कुछ ऐसे ही सब्जेक्ट पर बनी फिल्म रॉक ऑन में फरहान अख्तर और अर्जुन रामपाल द्वारा निभाई भूमिकाओं को फॉलो करते तो इस एहसास को और अच्छी तरह समझ पाते कि अंदर छुपे सपने को साकार करना इतना आसान भी नहीं।,0
लड़की की हालत चिंताजनक बनी हुई है।,0
के के मेनन और सुनील शेट्टी की मेहनत दिखाई पड़ती है,1
घर की माली हालत खराब थी।,0
शहर क्षेत्र में मादक पदार्थो का कारोबार खूब फल फूल रहा है।,1
वह वेतन में बढ़ोतरी का हकदार है और उसने मेरा काम आसान कर दिया है।,1
संवादों में रचनात्‍मकता का पुट होने के बावजूद हंसी चेहरे पर नहीं पसर पाती है,0
उत्तर प्रदेश मैं इस बाप बेटे का सरकार को खत्म करने का वक़्त अ गया हैं दोस्तों,0
"हर दृश्य धम्म, धड़ाक म, फट-फटाक, थड , च्यूं-च्यूं जैसी किसी ध्वनि और शार्प कट के साथ अकस्मात खत्म होता है।",0
े एक शख्स सारे शहर को वीरान कर गया.,1
मुझे लगता है कि मुझे इस चीज ने सबसे अधिक स्तब्ध किया कि कोई व्यक्ति किसी को कोई जानकारी नहीं होने की आशा करते हुए सार्वजनिक जीवन और निजी जीवन में इतना अलग कैसे हो सकता है।,0
सानिया और ब्लैक की जोड़ी लगातार दूसरे टूर्नामेंट के फाइनल में पहुंची है।,1
बिहारी लहजे में बोली गई हिंदी मजाक बनकर रह गई है,0
"टीम ने बिना टिकट सफर करने, अनियमित टिकट व बगैर लगेज बुकिंग करने वाले यात्रियों पर कार्रवाई की गई।",0
उनके संवादों में भी यह कमी है।,0
लेखक-निर्देशक ने इस जरूरत के मद्देनजर फिल्म के अपने प्रवाह को बार-बार मोड़ा है,0
ाफ साफ कह दो . . .,1
आमजन के स्वास्थ्य के साथ खिलवाड़ कर रहे पेटेंट लाइसेंसधारी दवा विक्रेताओं के सामने मुसीबत खड़ी हो गई है।,0
फोन पर युवती को तंग करने की शिकायत पर सदर पुलिस ने एक सैनिक को गिरफ्तार किया है।,0
लोगों ने वोट डाले ही नहीं हैं तो हम आपका काम क्यों करें इसलिए थक-हार कर हमें यह कदम उठाना पड़ा।,0
सूत्र ने बताया कि सेलेना ने कहा कि जेनेर बहनें जस्टिन और उनके कर्मियों के साथ हंसी ठिठोली कर रही थीं।,0
अब तक अपनी सेक्सी और हॉट इमेज से दर्शकों में अपनी पहचान बनाने वाली सेलिना को इस फिल्म के जरिए करियर में शायद पहली बार इतनी फुटेज मिली कि पूरी फिल्म उन्हीं के इर्दगिर्द टिकी रही। पेज थ्री पार्टियों की शौकीन सोनम के रोल में सेलिना खूब जमी हैं।,1
"ttps://t.co/1GXCx3wVkm https://t.co/F1L5tiDQMZ""",1
उसने विकट परिस्थितियों में भी मेरा साथ दिया,1
ऐसे में यहां पर चल रही निम्न स्तर की खरीदी सबके सामने आ गई है।,0
उनकी इस तूफानी पारी ने हैदराबाद के गेंदबाजों बेबस कर दिया।,0
एक खास रोल के लिए श्रीदेवी और रेखा से भी बात की गई थी किन्तु श्रीदेवी ने यह ऑफर ठुकरा दिया।,0
इस कदर बंट गये है सभी की अभी अगर खुद रब भी आकर के कहे की मैं भगवान् हु -तो लोग उससे भी पूछ लेंगे की किसके वाले?,0
"स्वास्थ्य टीम ने डायरिया से प्रभावित गांव का निरीक्षण कर अपनी औपचारिकता पूरी कर ली, लेकिन अब भी इस गांव में कई बच्चों की हालात चिंताजनक बनी हुई है।",0
धूप छांव का विपरीत असर मूंग की फसल पर पड़ा है।,0
"ट्रेक्टर में आई फसल नीलामी से रह गई थी, किन्तु बैलगाड़ियों में आए माल की खरीदी व्यापारियों ने शुरू कर दी।",1
"देशभर में मज़दूर मज़दूरी न मिलने की परेशानी का सामना करते हैं, लेकिन दरियापुर के ग्रामीण इस मामले में खुशकिस्मत हैं.",1
फिल्म गाने ही $का एक जबरदस्त आकर्षण चुलबुल (ऋषि कपूर) और बुलबुल (नीतू सिंह) की जोड़ी है,1
इंटरवल  के  बाद  अश्वेत  बहुल  जॉर्जिया  की  दुर्दशा  को  करण  ने  बड़े  सहज  ढंग  से  कहानी  का  अहम  हिस्सा  बनाया  है।,1
कप्तान शिखर धवन से जरूर उनके प्रशंसकों को अभी एक अच्छी पारी की उम्मीद है।,1
लेखक ने फिल्म को रोचक बनाए रखने के लिए घटनाएं भर दी हैं,0
"्मॉल स्क्रीन पर बतौर वीजे पहचान बना चुके गौरव कपूर पूरी फिल्म में बुझे-बुझे से लगते हैं। डाइरेक्टर ने उनसे ज्यादा फुटिज परमीत सेठी और गोविंद नामदेव को दी है , जिसे देखकर वाकई लगता है कि ' बेचारा गोविंद ' । बतौर निर्देशक वरुण न तो कलाकारों से ठीक काम करा पाए और न कहानी को ट्रैक पर रखने में कामयाब रहे। फिल्म के कई डबल मीनिंग डायलॉग सेंसर की कैंची से कैसे बचे रह गए , यह समझ से परे है। फिल्म का क्लाइमैक्स इतना बेहूदा और कमजोर हैं कि डाइरेक्टर की कला पर तरस आता है। ऐसे में अगर आप फिर भी इस गोविंद से मिलने थिअटर का रुख करते हैं , तो बेस्ट ऑफ लक...",0
अप्रतिपन्न व्यक्ति को नौकरी से निकाल दिया गया है,0
सिनेमेटोग्राफर रवि बर्मन फ़िल्म की ख़ूबसूरती को कई कदम आगे ले जाते है,1
इसके बाद फॉकनर ने अगली दो गेंदों पर लगातार चौके मारकर राजस्‍थान रॉयल्‍स की जीत पर मुहर लगा दी।,1
"मूवी की स्क्रिप्ट और दिल को छूते डायलॉग 3 इडियट्स की जान है। कई संवाद ऐसे हैं , जो हमारी व्यवस्था पर सटीक कमेंट कसते है। वहीं , कई डायलॉग स्टूडेंट्स के लिए मेसेज हैं और पैरंट्स के लिए एक सही सोच। बेशक अभिजीत जोशी और हिरानी की स्क्रिप्ट फिल्म का बेहद मजबूत पक्ष है।",1
इस साल कंपनी की बिक्री में बहुत अधिक वृद्धि हुई है,1
फिर पिछड़े सरकारी विज्ञान व वाणिज्य वर्ग में सरकारी स्कूल एक बार फिर फिसड्डी साबित हुए।,0
फिर एक ऐसा वक्त आया कि उनका नाम ही कामयाबी की गारंटी बन गया।,1
इस तरह की फ़िल्में शायद आप घर तक साथ ना ले जा पाएं मगर मनोरंजन की पूरी गारंटी होती है,1
इस वजह से दूसरे वास्तविक हकदार खिलाड़ियों का हक मारा गया अतः याचिका के जरिए हाईकोर्ट की शरण ली गई।,0
यह ढोलक फूट गया है,0
ताम्बे कुशल गेदबाज है और तेजी से बल्लेबाज का दिमाग पढ़ लेता है।,1
"म्यूजिक डायरेक्टर डेनियल बी जार्ज, एडिटर पूजा लाढा सूरती और सिनेमैटोग्राफर जयकृष्णन गुम्मडी के सहयोग से पवन कृपलानी ने रोमांचक तरीके से डर की यह कहानी रची है।",1
$RT @ashu3page: EXCLUSIVE,1
एबी डिविलियर्स के कठिन परिश्रम के बाद अपनी टीम को जीत की ओर बढ़ते देखना शानदार था।,1
वे बहुत संस्कारी और होनहार व्यक्ति हैं,1
हिसार में पिछले 4 दिनों से चल रही बर्फीली हवाओं ने लोगों को घरों में दुबकने पर मजबूर कर दिया है।,0
इन अफल पौधों को केवल शोभा के लिए लगाया गया है,0
अरे भैया आम आदमी को इस बजट में कुछ मिला है क्या ? हाँ दादाजी मिल है न क्या ??? . . . अंडा,0
जब तक लड़की की शादी नहीं हो जाती तब तक माँ-बाप निश्चिंत नहीं होते,0
मैं आपसे बहुत खुश हूँ |,1
हमने काफी ज्यादा संपत्ति बनाई है और अगर हम इनमें से कुछ को बनाए रखते हैं तो यह हमारे लिए बहुमूल्य होगा।,1
खौफ के एहसास के बाद उनके चेहरे पर आया डर इस फिल्म की खूबी है,1
इस उम्मीद के साथ कि वह शानदार दिखने के बजाय प्रभावशाली साबित हों।,1
उसकी कड़वी बोली किसी को अच्छी नहीं लगती,0
पूछताछ के बाद जब उनसे पूछा गया कि क्या वह पूछताछ की प्रक्रिया से संतुष्ट हैं तो पारेख ने कहा कि वह संतुष्ट हैं.,1
Kudos to Banbeer singh.. Ayodhya Aajtak https://t.co/8xbvZlyXk5,1
राजस्व अधिकारी गंभीरतापूर्वक दायित्व निभाएं,1
"शेखर के पास हर प्रसंग के लिए दर्शन है, लेकिन खुद भावनात्मक झंझावात में फंसने पर वह बिखर जाता है",0
आय से अधिक व्यय करेगा तो अवश्य निर्धन हो जायेगा।,0
क्षेत्र की समस्याओं को लेकर प्रशासन को गंभीरतापूर्वक प्रयास करने की आवश्कयता है।,1
समर्थ कलाकारों के बावजूद दिक्कत लेखन से हो गई है,0
"अभिषेक कपूर की ‘फितूर’ की सजावट आकर्षक और सुंदर है, लेकिन उसकी बनावट में कमी रह गई है",0
यह फ़िल्म अत्यंत साधारण फ़िल्म है,0
यह सब किसके दिमाग की उपज होती है?,0
सरकारी स्कूल का एक ही छात्र कॉमर्स एवं विज्ञान परीक्षा परिणाम में एक बार फिर सरकारी स्कूल फिसड्डी साबित हुए।,0
यदि मैं ये फिल्में करने के बाद बरफी करती तब भी सवाल खड़े किये जाते इसलिये मैं इन बातों पर ध्यान नही देती हूँ।,0
"ाधाओं से लड़ रही, जीत फतह की ठानी है ||",1
इस साझेदारी ने सुपर किंग्स को जीत की ओर से अग्रसर किया।,1
मेरे प्यार ने हरिवंश राय बच्चन के आंखों में आंसू ला दिए थे।,1
शुभ दिन और रोहिणी नक्षत्र का संयोग होने से यह महाफलदायी तिथि के रूप में मान्य है.,1
आपका तर्क अकाट्य है,0
मोदी ने ट्वीट कर कहा है कि मैं सामान्य रुप से निचले वर्ग से आया हूं इसलिए मेरी राजनीति उन लोगों के लिए नीच राजनीति होगी.,1
यामी गौतम ने किरदार को बखूबी परिभाषित किया है,1
पंडित महेश अपने क्षेत्र के एक प्रतिष्ठित व्यक्ति हैं,1
डेविड ने रही सही कसर पूरी कर दी।,0
इन दोनों के सामने अपनी टीम को मजबूत योग तक पहुंचाने की जिम्मेदारी थी।,1
भारतीय सैनिकों ने कुशल सेनापतियों के नेतृत्व में दुश्मनों के छक्के छुड़ा दिए,1
राजस्थान रॉयल्स के खिलाफ उसका पिछला मैच तो किसी दुहस्वप्न सरीखा रहा।,0
"मैं नहीं चाहती कि अभी मैं ऐसा कुछ कर लूं, जिसके लिए बाद में पछताना पड़े।",0
"aajtak #JurmAajtak #Chhotashakeel…""",1
अर्जुन रामपाल ने कहा कि मैं और मेहर आशा करते है दुख के इस समय में ऋतिक और सुजैन इस मुश्किल समय में प्यार और शांति के साथ अपना समय बिताये।,1
हालांकि कुछ संवाद प्रभावशाली हैं। उनमें भाव और अर्थ को अच्छी तरह पिरोए गए हैं,1
बौद्धों ने बौद्ध धर्म को कई देशों में फैलाया,1
उन्होंने कहा कि अगर बकाये का भुगतान नहीं किया जाता है तो एनटीपीसी बिजली आपूर्ति नहीं कर पाएगी.,0
अब सरकार के इस फैसले ने निर्यातकों की मुश्किल और बढ़ा दी है।,0
